:START_ID,:END_ID,:TYPE,rel,support_count:int,support_probability:float,log_support_odds:float,batch_ids,edge_probability:float
event:1920-02-29:president-signs-railroad-bill,claim:1920-02-29:labor-board,CAUSAL_LINK,CAUSES,,,,,
event:1920-02-29:president-signs-railroad-bill,claim:1920-02-29:property-return,CAUSAL_LINK,CAUSES,,,,,
event:1920-02-29:president-signs-railroad-bill,claim:1920-02-29:rate-making,CAUSAL_LINK,CAUSES,,,,,
event:1920-02-29:president-signs-railroad-bill,claim:1920-02-29:reserve-fund,CAUSAL_LINK,CAUSES,,,,,
event:1920-02-29:president-signs-railroad-bill,claim:1920-02-29:wage-matter,CAUSAL_LINK,CAUSES,,,,,
event:1920-03-20:newberry-trial-verdict,claim:newberry-guilty,CAUSAL_LINK,CAUSES,,,,,
event:1920-04-11:strike,claim:1920-04-11:strikes,CAUSAL_LINK,CAUSES,,,,,
event:1920-10-16:coxs-speech,claim:1920-10-16:coxs-league-of-nations-support,CAUSAL_LINK,CAUSES,,,,,
event:1920-10-16:coxs-speech,claim:1920-10-16:coxs-support-for-reforms,CAUSAL_LINK,CAUSES,,,,,
event:1920-10-16:coxs-speech,topic:1920-10-16:womens-social-reform,CAUSAL_LINK,CAUSES,,,,,
event:1920-10-22:coal-miners-strike,actor:1920-10-22:british-labor-leaders,CAUSAL_LINK,CAUSES,,,,,
event:1920-10-22:coal-miners-strike,claim:1920-10-22:coal-miners-executive-meeting,CAUSAL_LINK,CAUSES,,,,,
event:1920-11-01:campaign_end,claim:1920-11-01:harding_will_win,CAUSAL_LINK,CAUSES,,,,,
event:1920-11-01:campaign_end,claim:1920-11-01:roosevelt_will_win,CAUSAL_LINK,CAUSES,,,,,
event:1920-11-11:harding_cabinet,claim:harding_appointment,CAUSAL_LINK,CAUSES,,,,,
event:1920-election,claim:harding-victory,CAUSAL_LINK,CAUSES,,,,,
event:1920-election,claim:republican-majority,CAUSAL_LINK,CAUSES,,,,,
event:1920-election,topic:conservative-control,CAUSAL_LINK,CAUSES,,,,,
event:1920-maine-election,actor:democratic-party,CAUSAL_LINK,CAUSES,,,,,
event:1920-michigan-election,actor:republican-party,CAUSAL_LINK,CAUSES,,,,,
event:1920_presidential_election,actor:james_m_cox,CAUSAL_LINK,CAUSES,,,,,
event:1920_presidential_election,actor:warren_g_harding,CAUSAL_LINK,CAUSES,,,,,
event:1st_field_army_organized,topic:war_effort,CAUSAL_LINK,CAUSES,,,,,
event:2,event:3,CAUSAL_LINK,MEDIATES,,,,,
event:2,event:6,CAUSAL_LINK,CAUSES,,,,,
event:2,event:8,CAUSAL_LINK,ENABLES,,,,,
event:2,topic:1,CAUSAL_LINK,CAUSES,,,,,
event:28th_division_advances,topic:war_effort,CAUSAL_LINK,CAUSES,,,,,
event:3,actor:1,CAUSAL_LINK,CAUSES,,,,,
event:3,event:10,CAUSAL_LINK,CAUSES,,,,,
event:3,event:5,CAUSAL_LINK,MEDIATES,,,,,
event:3,event:6,CAUSAL_LINK,CAUSES,,,,,
event:4,actor:4,CAUSAL_LINK,CAUSES,,,,,
event:4,event:11,CAUSAL_LINK,CAUSES,,,,,
event:4,event:5,CAUSAL_LINK,MEDIATES,,,,,
event:4,topic:4,CAUSAL_LINK,CAUSES,,,,,
event:5,actor:1,CAUSAL_LINK,CAUSES,,,,,
event:5,actor:6,CAUSAL_LINK,CAUSES,,,,,
event:5,actor:7,CAUSAL_LINK,CAUSES,,,,,
event:5,event:12,CAUSAL_LINK,CAUSES,,,,,
event:5,event:8,CAUSAL_LINK,ENABLES,,,,,
event:5,topic:3,CAUSAL_LINK,CAUSES,,,,,
event:6,event:13,CAUSAL_LINK,CAUSES,,,,,
event:6,event:7,CAUSAL_LINK,ENABLES,,,,,
event:6_more_divisions_formed,event:15_national_army_cavalry_regiments_converted,CAUSAL_LINK,MEDIATES,,,,,
event:7,event:14,CAUSAL_LINK,CAUSES,,,,,
event:7,event:8,CAUSAL_LINK,MEDIATES,,,,,
event:79th_division_homecoming,actor:war_department,CAUSAL_LINK,CAUSES,,,,,
event:8,event:15,CAUSAL_LINK,CAUSES,,,,,
event:8,event:9,CAUSAL_LINK,MEDIATES,,,,,
event:80_divisions_program,event:extended_draft_ages,CAUSAL_LINK,CAUSES,,,,,
event:9,event:10,CAUSAL_LINK,ENABLES,,,,,
event:CustomsHouseBlownUp,topic:CustomsHouseExplosion,CAUSAL_LINK,CAUSES,,,,,
event:E2_explosion,actor:US_Navy,CAUSAL_LINK,CAUSES,,,,,
event:E2_explosion,claim:E2_batteries,CAUSAL_LINK,CAUSES,,,,,
event:E2_explosion,claim:E2_explosion_cause,CAUSAL_LINK,CAUSES,,,,,
event:E2_explosion,claim:E2_injuries,CAUSAL_LINK,CAUSES,,,,,
event:R-34_accident,claim:R-34_damage,CAUSAL_LINK,CAUSES,,,,,
event:abdication,claim:regent,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:constantinople,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:exchange-telegraph-company,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:frankfort-zeitung,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:german-newspapers,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:parliament-of-hungary,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:prussian-house,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:state-department,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,actor:vienna-newspapers,CAUSAL_LINK,CAUSES,,,,,
event:abdication-discussion,event:delbrueck-mission,CAUSAL_LINK,CAUSES,,,,,
event:abdication-rumor,claim:abdication-unconfirmed,CAUSAL_LINK,CAUSES,,,,,
event:abolition-of-district-of-columbia,claim:half-and-half-plan,CAUSAL_LINK,CAUSES,,,,,
event:adamson-law-dispute,event:menecoks-conference,CAUSAL_LINK,MEDIATES,,,,,
event:additional_fatalities_reported,event:bodies_found_in_catawba_river,CAUSAL_LINK,CAUSES,,,,,
event:additional_fatalities_reported,event:relief_parties_carry_supplies,CAUSAL_LINK,ENABLES,,,,,
event:address_convention,event:nomination_sulzer,CAUSAL_LINK,CAUSES,,,,,
event:address_to_senate,event:house_reception,CAUSAL_LINK,CAUSES,,,,,
event:address_to_senate,event:italian_mission_visit,CAUSAL_LINK,CAUSES,,,,,
event:address_to_senate,event:senate_applause,CAUSAL_LINK,CAUSES,,,,,
event:admiral-benson-advice,claim:admiral-benson-advice,CAUSAL_LINK,CAUSES,,,,,
event:admiral-dewey-funeral,claim:flags-at-half-staff,CAUSAL_LINK,MEDIATES,,,,,
event:admiral-dewey-funeral,claim:funeral-honors,CAUSAL_LINK,CAUSES,,,,,
event:admiral-dewey-funeral,claim:midshipmen-escort,CAUSAL_LINK,MEDIATES,,,,,
event:admiral-dewey-funeral,claim:music-in-program,CAUSAL_LINK,MEDIATES,,,,,
event:admiral-dewey-funeral,claim:public-service-invitations,CAUSAL_LINK,CAUSES,,,,,
event:admiral-sims-hearing,claim:admiral-sims-assertions,CAUSAL_LINK,CAUSES,,,,,
event:admiration_of_hat,event:decision_to_buy_hat,CAUSAL_LINK,CAUSES,,,,,
event:adriatic-settlement,actor:italy,CAUSAL_LINK,CAUSES,,,,,
event:adriatic-settlement,actor:jugoslavia,CAUSAL_LINK,CAUSES,,,,,
event:adriatic-settlement,claim:adriatic-settlement-threat,CAUSAL_LINK,CAUSES,,,,,
event:advance-of-american-forces,event:occupation-of-belgium,CAUSAL_LINK,CAUSES,,,,,
event:advance_of_french_troops_through_chezy_to_its_eastern_outskirts,event:retreat_of_germans_at_chezy_and_dammard,CAUSAL_LINK,CAUSES,,,,,
event:aerial-operations,event:piave-river-control,CAUSAL_LINK,MEDIATES,,,,,
event:aeros_shot_down,event:german_successes,CAUSAL_LINK,MEDIATES,,,,,
event:affiliation_controversy,claim:amalgamation_attempt,CAUSAL_LINK,CAUSES,,,,,
event:affiliation_controversy,claim:injunction_request,CAUSAL_LINK,ENABLES,,,,,
event:aged_employees_lose_jobs,claim:retirement_law,CAUSAL_LINK,CAUSES,,,,,
event:aid_for_home_sufferers_receives_impetus,topic:coal_shortage,CAUSAL_LINK,CAUSES,,,,,
event:air-fighting-somme,claim:air-fighting-somme,CAUSAL_LINK,CAUSES,,,,,
event:aircraft_models,event:aircraft_machinery_improvement,CAUSAL_LINK,CAUSES,,,,,
event:aircraft_production,event:aircraft_squadrons_in_france,CAUSAL_LINK,ENABLES,,,,,
event:aircraft_program,event:aircraft_production,CAUSAL_LINK,CAUSES,,,,,
event:airmail-service-establishment,topic:airmail-service,CAUSAL_LINK,CAUSES,,,,,
event:airplane-delivery,claim:improved-airplane-delivery-causes-better-war-effort,CAUSAL_LINK,CAUSES,,,,,
event:airplane-drops,event:celebration,CAUSAL_LINK,CAUSES,,,,,
event:airplanes_execute_loops,event:liners_and_convoys_pass_submarine_net,CAUSAL_LINK,ENABLES,,,,,
event:airraid,claim:airraiddetails,CAUSAL_LINK,CAUSES,,,,,
event:airraid,claim:casualties,CAUSAL_LINK,CAUSES,,,,,
event:airraid,claim:damagedhouses,CAUSAL_LINK,CAUSES,,,,,
event:airraid-london,actor:german-zeppelins,CAUSAL_LINK,CAUSES,,,,,
event:airship-raid,claim:airship-raid-no-casualties,CAUSAL_LINK,CAUSES,,,,,
event:airship-raid,event:zeppelin-shot-down,CAUSAL_LINK,CAUSES,,,,,
event:alaska-discovery,topic:alaska,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:communication-problems,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:equipment-damage,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:flight-details,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:flight-success,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:injuries,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:landing-conditions,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:severe-weather,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:thirst,CAUSAL_LINK,CAUSES,,,,,
event:alcock-brown-flight,claim:weather-description,CAUSAL_LINK,CAUSES,,,,,
event:alien-enemy-law,claim:exclusion-rule-universal,CAUSAL_LINK,CAUSES,,,,,
event:alien-enemy-law,claim:registration-system,CAUSAL_LINK,CAUSES,,,,,
event:alien-enemy-law,topic:german-exodus,CAUSAL_LINK,CAUSES,,,,,
event:aliens-barred-dc,claim:president-wilson-proclamation,CAUSAL_LINK,CAUSES,,,,,
event:allied-counter-attacks,topic:military-conflict,CAUSAL_LINK,CAUSES,,,,,
event:allied-defense,claim:allied-victory,CAUSAL_LINK,CAUSES,,,,,
event:allied-troops-landed-greece,event:archives-transferred-larissa,CAUSAL_LINK,MEDIATES,,,,,
event:allied-troops-landed-greece,event:ultimatum-greece,CAUSAL_LINK,CAUSES,,,,,
event:allied_aero_activity,event:british_success_on_somme,CAUSAL_LINK,MEDIATES,,,,,
event:allied_rejection_of_german_request,actor:allied_governments,CAUSAL_LINK,CAUSES,,,,,
event:allied_reply_to_german_note,actor:allied_governments,CAUSAL_LINK,CAUSES,,,,,
event:allied_resistance,claim:allied_defense,CAUSAL_LINK,CAUSES,,,,,
event:allied_victory,actor:allied_forces,CAUSAL_LINK,CAUSES,,,,,
event:allies-await-us-determination-on-freedom-of-seas,event:preliminary-peace-conference-postponed,CAUSAL_LINK,CAUSES,,,,,
event:allies-do-not-covet-german-soil,event:war-continues-until-germany-accepts-wilson-principles,CAUSAL_LINK,CAUSES,,,,,
event:allies-effort-somme,event:british-gains,CAUSAL_LINK,CAUSES,,,,,
event:allies-raids,event:german-exhaustion,CAUSAL_LINK,MEDIATES,,,,,
event:amendment_to_be_offered,topic:peace_treaty,CAUSAL_LINK,CAUSES,,,,,
event:america-sinking,claim:american-destroyers-needed,CAUSAL_LINK,ENABLES,,,,,
event:american-attack-somme,claim:american-attack-somme,CAUSAL_LINK,CAUSES,,,,,
event:american-bombing-raids,claim:american-bombing-success,CAUSAL_LINK,CAUSES,,,,,
event:american-engineer-units-training,claim:american-engineer-units-training,CAUSAL_LINK,CAUSES,,,,,
event:american-league-baseball,event:benning-track-races,CAUSAL_LINK,MEDIATES,,,,,
event:american-protest,topic:incident,CAUSAL_LINK,CAUSES,,,,,
event:american-ships-sunk,event:new-york-port-closure,CAUSAL_LINK,ENABLES,,,,,
event:american-troop-alignment,claim:american-troop-alignment-causes-better-war-effort,CAUSAL_LINK,CAUSES,,,,,
event:american_aid,event:british_food_improvement,CAUSAL_LINK,ENABLES,,,,,
event:american_battle_apremont,claim:french_local_attack_success,CAUSAL_LINK,MEDIATES,,,,,
event:american_delegates_opportunities,actor:president_wilson,CAUSAL_LINK,ENABLES,,,,,
event:american_destroyer_loss,topic:war-effort,CAUSAL_LINK,CAUSES,,,,,
event:american_diplomacy,claim:american_diplomacy_domination,CAUSAL_LINK,CAUSES,,,,,
event:american_engagement,event:german_resistance,CAUSAL_LINK,ENABLES,,,,,
event:american_firm_licensing,topic:american_firm_licensing,CAUSAL_LINK,CAUSES,,,,,
event:american_flag_flying,event:neutral_sailors_prisoners,CAUSAL_LINK,ENABLES,,,,,
event:american_losses,topic:war_in_europe,CAUSAL_LINK,CAUSES,,,,,
event:american_patrol_lorraine,claim:american_success_chateau_thierry,CAUSAL_LINK,CAUSES,,,,,
event:american_positions_bombed,claim:american_positions_bombed,CAUSAL_LINK,CAUSES,,,,,
event:american_sailing_ship_attacked,actor:american_sailing_ship_fannie_prescott,CAUSAL_LINK,CAUSES,,,,,
event:american_troops_go_to_european_battle_front,event:american_troops_used_in_belgian_line,CAUSAL_LINK,MEDIATES,,,,,
event:american_troops_reaching_positions,event:violent_battle_ourcq,CAUSAL_LINK,ENABLES,,,,,
event:americans-deployed-to-france,event:german-submarines-evaded,CAUSAL_LINK,CAUSES,,,,,
event:americans-drive-foe-over-marne,claim:german-offensive-halted,CAUSAL_LINK,CAUSES,,,,,
event:americans-france-offensive,claim:german-left-flank-menaced,CAUSAL_LINK,CAUSES,,,,,
event:americans-in-trenches,event:first-shot-fired,CAUSAL_LINK,CAUSES,,,,,
event:americans_attack,claim:american_advancement,CAUSAL_LINK,CAUSES,,,,,
event:americans_killed_in_fighting,event:german_treatment_of_prisoners,CAUSAL_LINK,CAUSES,,,,,
event:americans_recapture_fismette,topic:war_effort,CAUSAL_LINK,CAUSES,,,,,
event:americans_renew_battle,event:germans_mow_down,CAUSAL_LINK,CAUSES,,,,,
event:ammunition-issue,event:committee-investigation,CAUSAL_LINK,CAUSES,,,,,
event:analysis_of_reservations,event:lodges_rejection,CAUSAL_LINK,MEDIATES,,,,,
event:anarchy_mining_regions,actor:russian_army,CAUSAL_LINK,CAUSES,,,,,
event:announcement_of_departure,event:departure_of_3rd_district_infantry,CAUSAL_LINK,CAUSES,,,,,
event:apartment_construction,topic:real_estate,CAUSAL_LINK,CAUSES,,,,,
event:appam_arrival,event:capture_of_appam,CAUSAL_LINK,CAUSES,,,,,
event:appam_capture,event:appam_landing,CAUSAL_LINK,CAUSES,,,,,
event:appointment_of_board_members,event:recruiting_week,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill,claim:pay_raise,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill,topic:district_expenses,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill,topic:fiscal_year_1921,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_discussion,claim:69_3_percent_district_share,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_discussion,claim:half_and_half_plan_abandoned,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_discussion,claim:united_states_contribution,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:collection_of_refuse,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:dog_tax_increase,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:employes_compensation_extension,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:garbage_removal,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:police_firemen_relief_fund_increase,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:shelter_for_children,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:total_appropriation_cut_down,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:water_supply_investigation,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,claim:water_system_payment,CAUSAL_LINK,CAUSES,,,,,
event:appropriation_bill_reported_to_senate,topic:district_appropriation,CAUSAL_LINK,CAUSES,,,,,
event:arbitration_proposal,claim:arbitration_agreement,CAUSAL_LINK,ENABLES,,,,,
event:argentina-withdrawal,topic:league-of-nations,CAUSAL_LINK,CAUSES,,,,,
event:argentina_ships_yield,event:nc1_nc3_newfoundland,CAUSAL_LINK,MEDIATES,,,,,
event:armed-merchant-vessels-status,topic:high-seas-status,CAUSAL_LINK,CAUSES,,,,,
event:armed-merchant-vessels-status,topic:neutral-port-status,CAUSAL_LINK,CAUSES,,,,,
event:arming-merchantmen,claim:war-likelihood,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:armistice-on-terms,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:elimination-of-turkey,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:occupation-of-bulgaria,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:political-and-economic-trouble-in-austria-hungary,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:reconstruction-of-eastern-front,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:secession-of-bulgaria,CAUSAL_LINK,CAUSES,,,,,
event:armistice-agreement,claim:split-of-teutonic-alliance,CAUSAL_LINK,CAUSES,,,,,
event:armistice-declaration,event:isolation-of-germany,CAUSAL_LINK,CAUSES,,,,,
event:armistice-signing,event:german-army-disbandment,CAUSAL_LINK,CAUSES,,,,,
event:armistice-signing,event:german-revolution,CAUSAL_LINK,ENABLES,,,,,
event:armistice-signing,event:italian-prisoners-return,CAUSAL_LINK,MEDIATES,,,,,
event:armistice-signing,event:military-machine-destruction,CAUSAL_LINK,CAUSES,,,,,
event:armistice-signing,event:war-end,CAUSAL_LINK,CAUSES,,,,,
event:armistice_negotiations,claim:armistice_terms,CAUSAL_LINK,CAUSES,,,,,
event:armistice_negotiations,topic:armistice,CAUSAL_LINK,CAUSES,,,,,
event:armistice_negotiations,topic:germany,CAUSAL_LINK,CAUSES,,,,,
event:armistice_terms,topic:austria_hungary,CAUSAL_LINK,CAUSES,,,,,
event:army-depleted-supplies,topic:food-shortages,CAUSAL_LINK,CAUSES,,,,,
event:army-discharge,topic:army-demobilization,CAUSAL_LINK,CAUSES,,,,,
event:army-draft-lottery,actor:president-wilson,CAUSAL_LINK,CAUSES,,,,,
event:army-draft-lottery,actor:war-department,CAUSAL_LINK,CAUSES,,,,,
event:army-draft-lottery,claim:fair-drawing,CAUSAL_LINK,CAUSES,,,,,
event:army-strengthening-forces,actor:gen-funston,CAUSAL_LINK,CAUSES,,,,,
event:army-strengthening-forces,event:bandit-activity,CAUSAL_LINK,ENABLES,,,,,
event:army_recruitment_plan,topic:military_reforms,CAUSAL_LINK,CAUSES,,,,,
event:army_successes,event:navy_discipline_maintained,CAUSAL_LINK,ENABLES,,,,,
event:arrest-of-caillaux,actor:former-premier-caillaux,CAUSAL_LINK,CAUSES,,,,,
event:arrest-of-caillaux,actor:secretary-lansing,CAUSAL_LINK,CAUSES,,,,,
event:arrest-of-caillaux,claim:communication-evidence,CAUSAL_LINK,CAUSES,,,,,
event:arrest-of-caillaux,topic:communication-with-germany,CAUSAL_LINK,CAUSES,,,,,
event:arrest-of-german-post,event:british-troop-movement,CAUSAL_LINK,MEDIATES,,,,,
event:arrest_of_henry_g_southwick,topic:false_advertising_law,CAUSAL_LINK,CAUSES,,,,,
event:arrest_of_martens,actor:justice_department,CAUSAL_LINK,CAUSES,,,,,
event:arrests-of-anti-conscription-activists,event:arrest-of-federal-agents,CAUSAL_LINK,CAUSES,,,,,
event:arrests-of-anti-conscription-activists,event:arrest-of-individuals,CAUSAL_LINK,CAUSES,,,,,
event:arrests-of-anti-conscription-activists,event:arrest-of-pastor,CAUSAL_LINK,CAUSES,,,,,
event:arrests-of-anti-conscription-activists,event:arrest-of-students,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-312th-machine-gun-battalion,actor:war-department,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-americans,event:british-greeting,CAUSAL_LINK,ENABLES,,,,,
event:arrival-of-confederate-veterans,event:registration-of-veterans,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:anti-typhoid-serum,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:first-draft-detail,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:physical-examination,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:smallpox-vaccination,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:uniform-issue,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-dc-men-to-camp-meade,claim:welcome-by-gen-kuhn,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-russian-troops,event:fighting-on-struma-front,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-russian-troops,event:german-ultimatum,CAUSAL_LINK,ENABLES,,,,,
event:arrival-of-russian-troops,event:portugal-preparation,CAUSAL_LINK,MEDIATES,,,,,
event:arrival-of-russian-troops,event:rumanian-mobilization,CAUSAL_LINK,MEDIATES,,,,,
event:arrival-of-russian-troops,event:russian-troop-landing,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-russian-troops,event:seres-fighting,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-us-railroad-experts,event:registration-of-veterans,CAUSAL_LINK,MEDIATES,,,,,
event:arrival-of-victory-fleet,event:coast-artillerymen-return,CAUSAL_LINK,MEDIATES,,,,,
event:arrival-of-victory-fleet,event:parade-on-5th-avenue,CAUSAL_LINK,CAUSES,,,,,
event:arrival-of-victory-fleet,event:traffic-transfer-points-recommendation,CAUSAL_LINK,ENABLES,,,,,
event:artillery-duels-champagne,claim:artillery-duels,CAUSAL_LINK,CAUSES,,,,,
event:artillery_aid,event:no_next_move,CAUSAL_LINK,MEDIATES,,,,,
event:assassination-of-henry-j-villipigue,actor:mike-and-ulisses-goolsby,CAUSAL_LINK,CAUSES,,,,,
event:assessment_announcement,topic:property_values,CAUSAL_LINK,CAUSES,,,,,
event:atlantic-port-assistance,event:newport-news-captain-details,CAUSAL_LINK,MEDIATES,,,,,
event:attack-on-french-positions,topic:german-offensive,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-german-lines,event:capture-of-le-port,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-german-lines,event:capture-of-torcy-and-bouresches,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-german-lines,event:capture-of-vinly,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-german-lines,event:recapture-of-hill-204,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-german-lines,event:regain-footing-in-bligny,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-lightship,topic:navigation-signals,CAUSAL_LINK,CAUSES,,,,,
event:attack-on-tampa,claim:disaster-announced,CAUSAL_LINK,CAUSES,,,,,
event:attack_on_bouresches-le-thiolet_line,event:capture_of_veullly-la-poterle_and_bouresches,CAUSAL_LINK,CAUSES,,,,,
event:attack_on_german_positions,event:patrol_actions,CAUSAL_LINK,CAUSES,,,,,
event:attack_plan,topic:district_commissioners_plan,CAUSAL_LINK,CAUSES,,,,,
event:audience-at-billy-sunday,claim:audience-response,CAUSAL_LINK,CAUSES,,,,,
event:australian-and-american-success,event:american-general-pleased,CAUSAL_LINK,CAUSES,,,,,
event:austria-hungary-accepts-wilson-terms,claim:austria-will-accept-all-wilson-views,CAUSAL_LINK,CAUSES,,,,,
event:austria_continuation_of_war,claim:austria_continuation_of_war,CAUSAL_LINK,CAUSES,,,,,
event:austria_crisis,claim:food_situation_critical,CAUSAL_LINK,CAUSES,,,,,
event:austria_crisis,claim:political_divisions,CAUSAL_LINK,CAUSES,,,,,
event:austria_crisis,claim:postponement_of_parliament,CAUSAL_LINK,CAUSES,,,,,
event:austria_crisis,claim:premier_wants_free_hand,CAUSAL_LINK,CAUSES,,,,,
event:austria_food_crisis,topic:starvation,CAUSAL_LINK,CAUSES,,,,,
event:austria_hungary_co_regency,actor:charles_franz_joseph_archduke,CAUSAL_LINK,CAUSES,,,,,
event:austria_hungary_co_regency,actor:francis_joseph_emperor,CAUSAL_LINK,CAUSES,,,,,
event:austrian-food-shortage,event:charles-orders,CAUSAL_LINK,MEDIATES,,,,,
event:austrian-hard-pressed,event:german-retreat,CAUSAL_LINK,ENABLES,,,,,
event:austrian-hunger-offensive,event:austrian-food-shortage,CAUSAL_LINK,CAUSES,,,,,
event:austrian-hunger-offensive,event:charles-army-hungering,CAUSAL_LINK,CAUSES,,,,,
event:austrian-minister-response,claim:austrian-minister-no-annexations,CAUSAL_LINK,CAUSES,,,,,
event:austrian-offensive,event:italian-evacuation,CAUSAL_LINK,CAUSES,,,,,
event:austrian_diplomatic_break,event:declaration_of_war,CAUSAL_LINK,CAUSES,,,,,
event:austrian_flee,claim:austrian_retreat,CAUSAL_LINK,CAUSES,,,,,
event:austrian_offensive,event:war_in_montenegro,CAUSAL_LINK,CAUSES,,,,,
event:austrian_reorganization,claim:austria_federalization,CAUSAL_LINK,CAUSES,,,,,
event:austrian_retreat,topic:austrian_front,CAUSAL_LINK,CAUSES,,,,,
event:austro-german-invasion,claim:austro-german-advance,CAUSAL_LINK,CAUSES,,,,,
event:austro-german-invasion,event:engagement,CAUSAL_LINK,CAUSES,,,,,
event:austro-hungarian-reply-refusal,claim:us-note-to-austria-hungary,CAUSAL_LINK,CAUSES,,,,,
event:auto_bandit_theft,event:america_absent_from_ratification,CAUSAL_LINK,MEDIATES,,,,,
event:automobile-taxes,claim:congress-provision,CAUSAL_LINK,CAUSES,,,,,
event:automobile-taxes,claim:new-tax-system,CAUSAL_LINK,ENABLES,,,,,
event:automobile-taxes,claim:revenue-from-auto-owners,CAUSAL_LINK,CAUSES,,,,,
event:automobile-taxes,claim:school-report-delay,CAUSAL_LINK,CAUSES,,,,,
event:automobile-taxes,claim:stock-dividend-tax,CAUSAL_LINK,CAUSES,,,,,
event:automobile-taxes,claim:telegrams-oppose-bonus,CAUSAL_LINK,CAUSES,,,,,
event:automobile-taxes,claim:traffic-increase,CAUSAL_LINK,ENABLES,,,,,
event:automobile-taxes,claim:weight-and-horsepower-tax,CAUSAL_LINK,CAUSES,,,,,
event:aviation-record-break,event:war-garden-boom,CAUSAL_LINK,MEDIATES,,,,,
event:aviation_bill_passed,topic:military_aviation_policy,CAUSAL_LINK,CAUSES,,,,,
event:aviation_support,role:aviator,CAUSAL_LINK,ENABLES,,,,,
event:avoid_extra_session,claim:extra_session,CAUSAL_LINK,CAUSES,,,,,
event:baden-demands-breach,actor:liberal-party-baden,CAUSAL_LINK,CAUSES,,,,,
event:bakers_strike_averted,claim:award_made,CAUSAL_LINK,CAUSES,,,,,
event:ball-bill,claim:supreme-court-decision,CAUSAL_LINK,CAUSES,,,,,
