id:ID,label,type,support_count:int,support_probability:float,base_rate:float,batch_ids,description,date,location,:LABEL
actor:rep_mcculloch,Rep. McCulloch,Actor,,,,,,,,Actor
actor:rep_treadway,Rep. Treadway,Actor,,,,,,,,Actor
actor:reparations-commission,Reparations Commission,actor,,,,,,,,actor
actor:representative-adamson,Representative Adamson,Actor,,,,,,,,Actor
actor:representative-anderson,Representative Anderson,actor,,,,,,,,actor
actor:representative-austin,Representative Austin,actor,,,,,,,,actor
actor:representative-baer,Representative Baer,Actor,,,,,,,,Actor
actor:representative-bailey,Representative Bailey,Actor,,,,,,,,Actor
actor:representative-barkley,Representative Barkley,Actor,,,,,,,,Actor
actor:representative-barley-of-kentucky,Representative Barley of Kentucky,actor,,,,,,,,actor
actor:representative-borland,Representative Borland,actor,,,,,,,,actor
actor:representative-burke,Representative Burke,Actor,,,,,,,,Actor
actor:representative-burn,Representative Burn,Actor,,,,,,,,Actor
actor:representative-burns,Representative Burns,actor,,,,,,,,actor
actor:representative-burns-of-tennessee,Representative Burns of Tennessee,Actor,,,,,,,,Actor
actor:representative-byrns-of-tennessee,Representative Byrns of Tennessee,Actor,,,,,,,,Actor
actor:representative-c-bascomb-slemp,Representative C. Bascomb Slemp,Actor,,,,,,,,Actor
actor:representative-cannon,Representative Cannon,actor,,,,,,,,actor
actor:representative-cary,Representative Cary,Actor,,,,,,,,Actor
actor:representative-cooner,Representative Cooner,actor,,,,,,,,actor
actor:representative-cooper,Representative Cooper,Actor,,,,,,,,Actor
actor:representative-cox,Representative Cox,actor,,,,,,,,actor
actor:representative-crisp,Representative Crisp,actor,,,,,,,,actor
actor:representative-david-j-lewis,Representative David J. Lewis,actor,,,,,,,,actor
actor:representative-dent,Representative Dent,actor,,,,,,,,actor
actor:representative-dyer,Representative Dyer,actor,,,,,,,,actor
actor:representative-egan,Rep. Egan,Actor,,,,,,,,Actor
actor:representative-fitzgerald,Representative Fitzgerald,actor,,,,,,,,actor
actor:representative-frederick-w-dallinger,Representative Frederick W. Dallinger,actor,,,,,,,,actor
actor:representative-gallivan,Rep. Gallivan,Actor,,,,,,,,Actor
actor:representative-galvin,Representative Galvin,actor,,,,,,,,actor
actor:representative-gard,Representative Gard,Actor,,,,,,,,Actor
actor:representative-gard-of-ohio,Representative Gard of Ohio,Actor,,,,,,,,Actor
actor:representative-gardner,Representative Gardner,actor,,,,,,,,actor
actor:representative-gillet,Representative Gillett,Actor,,,,,,,,Actor
actor:representative-gillett,Representative Gillett,actor,,,,,,,,actor
actor:representative-gillette-of-massachusetts,Representative Gillette of Massachusetts,Actor,,,,,,,,Actor
actor:representative-gold,Representative Gold,Actor,,,,,,,,Actor
actor:representative-good,Representative Good,actor,,,,,,,,actor
actor:representative-graham,Representative Graham,actor,,,,,,,,actor
actor:representative-green,Representative Green,Actor,,,,,,,,Actor
actor:representative-grier,Representative Grier,Actor,,,,,,,,Actor
actor:representative-hamill,Representative Hamill,Actor,,,,,,,,Actor
actor:representative-hampton-moore,Representative Hampton Moore,Actor,,,,,,,,Actor
actor:representative-hanover,Representative Hanover,Actor,,,,,,,,Actor
actor:representative-harding,Senator Harding,Actor,,,,,,,,Actor
actor:representative-harry-t-burn,Representative Harry T. Burn,Actor,,,,,,,,Actor
actor:representative-hay,Representative James Hay,actor,,,,,,,,actor
actor:representative-heflin,Representative Heflin,Actor,,,,,,,,Actor
actor:representative-hongworth,Representative Hongworth,Actor,,,,,,,,Actor
actor:representative-hood,Representative Hood,actor,,,,,,,,actor
actor:representative-hull,Representative Hull,actor,,,,,,,,actor
actor:representative-james-k-mann,Representative James K. Mann,actor,,,,,,,,actor
actor:representative-james-r-mann,Representative James R. Mann,Actor,,,,,,,,Actor
actor:representative-james-w-good,Representative James W. Good,actor,,,,,,,,actor
actor:representative-johnson,Representative Johnson,actor,,,,,,,,actor
actor:representative-kahn,Representative Kahn,actor,,,,,,,,actor
actor:representative-keating,Representative Keating,actor,,,,,,,,actor
actor:representative-kitchin,Representative Kitchin,actor,,,,,,,,actor
actor:representative-lee,Representative Lee,actor,,,,,,,,actor
actor:representative-lenroot,Representative Lenroot,Actor,,,,,,,,Actor
actor:representative-lloyd,Representative Lloyd,Actor,,,,,,,,Actor
actor:representative-london,Representative London,Actor,,,,,,,,Actor
actor:representative-longworth,Representative Longworth,actor,,,,,,,,actor
actor:representative-madden,Representative Madden,Actor,,,,,,,,Actor
actor:representative-mann,Representative Mann,actor,,,,,,,,actor
actor:representative-mason,Representative Mason,actor,,,,,,,,actor
actor:representative-mccooin,Representative McCoin,Actor,,,,,,,,Actor
actor:representative-mcfadden,Representative McFadden,Actor,,,,,,,,Actor
actor:representative-mclaughlin,Representative McLaughlin,actor,,,,,,,,actor
actor:representative-millard,Representative Milliard,Actor,,,,,,,,Actor
actor:representative-mondell,Representative Mondell,actor,,,,,,,,actor
actor:representative-moore,Representative Moore,Actor,,,,,,,,Actor
actor:representative-morrison,Representative Morrison,actor,,,,,,,,actor
actor:representative-newton-james,Representative Newton James,actor,,,,,,,,actor
actor:representative-nicholas-longworth,Representative Nicholas Longworth,actor,,,,,,,,actor
actor:representative-nolan,Representative Nolan,actor,,,,,,,,actor
actor:representative-page,Representative Page,actor,,,,,,,,actor
actor:representative-peter-f-tague,Representative Peter F. Tague,actor,,,,,,,,actor
actor:representative-plinker,Representative Plinker,actor,,,,,,,,actor
actor:representative-pou,Representative Pou,Actor,,,,,,,,Actor
actor:representative-rainey,Representative Rainey,Actor,,,,,,,,Actor
actor:representative-reavis,Representative Reavis,Actor,,,,,,,,Actor
actor:representative-rever,Representative Rever,Actor,,,,,,,,Actor
actor:representative-royal-c-johnson,Representative Royal C. Johnson,actor,,,,,,,,actor
actor:representative-samuel-c-johnson,Representative Samuel C. Johnson,actor,,,,,,,,actor
actor:representative-sears,Representative Sears,actor,,,,,,,,actor
actor:representative-shallenberger,Representative Shallenberger,actor,,,,,,,,actor
actor:representative-sherley,Representative Sherley,Actor,,,,,,,,Actor
actor:representative-skelton,Representative Skelton,Actor,,,,,,,,Actor
actor:representative-slemp,Representative Slemp,Actor,,,,,,,,Actor
actor:representative-slisson-of-mississippi,Representative Slisson of Mississippi,Actor,,,,,,,,Actor
actor:representative-smith,Representative Smith,Actor,,,,,,,,Actor
actor:representative-snell,Representative Snell,Actor,,,,,,,,Actor
actor:representative-stevenson,Representative Stevenson,actor,,,,,,,,actor
actor:representative-summers,Representative Summers,actor,,,,,,,,actor
actor:representative-synms,Representative Synms,Actor,,,,,,,,Actor
actor:representative-thomas-j-heflin,Representative Thomas J. Heflin,actor,,,,,,,,actor
actor:representative-thomas-u-kisson,Representative Thomas U. Kisson,actor,,,,,,,,actor
actor:representative-tinkham,Representative Tinkham,actor,,,,,,,,actor
actor:representative-towner,Representative Towner,Actor,,,,,,,,Actor
actor:representative-tucker,Representative Tucker,Actor,,,,,,,,Actor
actor:representative-walsh,Representative Walsh,Actor,,,,,,,,Actor
actor:representative-webb,Representative Webb,actor,,,,,,,,actor
actor:representative-wood,Representative Wood,actor,,,,,,,,actor
actor:representative-young,Representative Young,Actor,,,,,,,,Actor
actor:representative-zihlman,Representative Zihlman,actor,,,,,,,,actor
actor:representative_a_t_fuller,Representative A.T. Fuller,Actor,,,,,,,,Actor
actor:representative_alcracken,Representative AlcCracken,actor,,,,,,,,actor
actor:representative_anthony,Representative Anthony,Actor,,,,,,,,Actor
actor:representative_austin,Representative Austin,Actor,,,,,,,,Actor
actor:representative_barkley,Representative Barkley,actor,,,,,,,,actor
actor:representative_barnett,Representative Barnett,actor,,,,,,,,actor
actor:representative_ben_johnson,Representative Ben Johnson,actor,,,,,,,,actor
actor:representative_bennett,Representative Bennett,actor,,,,,,,,actor
actor:representative_benson,Representative Benson,Actor,,,,,,,,Actor
actor:representative_beshlin,Representative Beshlin,actor,,,,,,,,actor
actor:representative_borland,Representative Borland,Actor,,,,,,,,Actor
actor:representative_buchanan,Representative Buchanan,actor,,,,,,,,actor
actor:representative_burns,Representative Burns,Actor,,,,,,,,Actor
actor:representative_c_frank_reavis,Representative C. Frank Reavis,actor,,,,,,,,actor
actor:representative_caldwell,Representative Caldwell,Actor,,,,,,,,Actor
actor:representative_campbell,Representative Campbell,actor,,,,,,,,actor
actor:representative_canfield,Representative Canfield,actor,,,,,,,,actor
actor:representative_cantrill,Representative Cantrill,actor,,,,,,,,actor
actor:representative_collier,Representative Collier,actor,,,,,,,,actor
actor:representative_cooper,Representative Cooper,Actor,,,,,,,,Actor
actor:representative_crisp,Representative Crisp,Actor,,,,,,,,Actor
actor:representative_davis,Davis,actor,,,,,,,,actor
actor:representative_dill,Representative Dill,Actor,,,,,,,,Actor
actor:representative_dowell,Representative Dowell of Iowa,actor,,,,,,,,actor
actor:representative_dupre,Rep. Dupre,Actor,,,,,,,,Actor
actor:representative_dyer,representative_dyer,actor,,,,,,,,actor
actor:representative_edmunds,Representative Edmunds,Actor,,,,,,,,Actor
actor:representative_edwin_pou,Representative Edwin Pou,actor,,,,,,,,actor
actor:representative_finney_j_garrett,Representative Finney J. Garrett,actor,,,,,,,,actor
actor:representative_fitzgerald,Representative Fitzgerald,Actor,,,,,,,,Actor
actor:representative_fordney,Representative Fordney,Actor,,,,,,,,Actor
actor:representative_franklin,Representative Franklin,actor,,,,,,,,actor
actor:representative_gardner,Representative Gardner,Actor,,,,,,,,Actor
actor:representative_garner,Representative Garner,Actor,,,,,,,,Actor
actor:representative_garrett,Representative Garrett,actor,,,,,,,,actor
actor:representative_gill,Representative Gill,Actor,,,,,,,,Actor
actor:representative_gillett,Representative Gillett,actor,,,,,,,,actor
actor:representative_good,James W. Good,actor,,,,,,,,actor
actor:representative_gould,Representative Gould,actor,,,,,,,,actor
actor:representative_harrison,Representative Harrison,actor,,,,,,,,actor
actor:representative_henry,Representative Henry,actor,,,,,,,,actor
actor:representative_hilliard,Representative Hilliard,actor,,,,,,,,actor
actor:representative_hull,Representative Hull,Actor,,,,,,,,Actor
actor:representative_james_mann,Representative James Mann,actor,,,,,,,,actor
actor:representative_james_r_mann,Representative James R. Mann,Actor,,,,,,,,Actor
actor:representative_johnson,Representative Johnson,Actor,,,,,,,,Actor
actor:representative_joseph_walsh,Representative Joseph Walsh,Actor,,,,,,,,Actor
actor:representative_jould,Representative Jould,Actor,,,,,,,,Actor
actor:representative_kahn,Representative Kahn,Actor,,,,,,,,Actor
actor:representative_keating,Representative Keating,actor,,,,,,,,actor
actor:representative_kiess,Representative Edgar Kiess,actor,,,,,,,,actor
actor:representative_lanham,Representative Lanham,Actor,,,,,,,,Actor
actor:representative_lehlbach,Representative Lehlbach,Actor,,,,,,,,Actor
actor:representative_lenroot,Representative Lenroot,Actor,,,,,,,,Actor
actor:representative_lufkin,Representative Lufkin,actor,,,,,,,,actor
actor:representative_mann,Representative Mann,Actor,,,,,,,,Actor
actor:representative_mapes,Representative Mapes,actor,,,,,,,,actor
actor:representative_mark,Representative Mark,Actor,,,,,,,,Actor
actor:representative_martin,Representative Martin,actor,,,,,,,,actor
actor:representative_mccormick,Representative McCormick,actor,,,,,,,,actor
actor:representative_mclaughlin,Representative McLaughlin,Actor,,,,,,,,Actor
actor:representative_mclemore,Representative McLemore,Actor,,,,,,,,Actor
actor:representative_merritt,Representative Merritt,actor,,,,,,,,actor
actor:representative_mondell,Representative Mondell,Actor,,,,,,,,Actor
actor:representative_moore,Representative Moore,Actor,,,,,,,,Actor
actor:representative_nolan,Representative Nolan,actor,,,,,,,,actor
actor:representative_omjue,Representative Omjue,Actor,,,,,,,,Actor
actor:representative_page,Representative Page,Actor,,,,,,,,Actor
actor:representative_pou,Representative Pou,actor,,,,,,,,actor
actor:representative_r_walton_moore,Representative R. Walton Moore,Actor,,,,,,,,Actor
actor:representative_ragsdale,Representative Ragsdale,actor,,,,,,,,actor
actor:representative_rainey,Representative Rainey,Actor,,,,,,,,Actor
actor:representative_reavis,Representative Reavis,actor,,,,,,,,actor
actor:representative_reidenberg,Representative Reidenberg,actor,,,,,,,,actor
actor:representative_schiff,Representative Schiff,actor,,,,,,,,actor
actor:representative_schuyler,Representative Schuyler,actor,,,,,,,,actor
actor:representative_sherley,Representative Sherley,Actor,,,,,,,,Actor
actor:representative_simeon_d_fess,Representative Simeon D. Fess,actor,,,,,,,,actor
actor:representative_sisson,Representative Sisson,Actor,,,,,,,,Actor
actor:representative_small,Rep. Small,Actor,,,,,,,,Actor
actor:representative_snyder,Representative Snyder,actor,,,,,,,,actor
actor:representative_stafford,Representative Stafford,Actor,,,,,,,,Actor
actor:representative_thomas_blanton,Representative Thomas Blanton,actor,,,,,,,,actor
actor:representative_tinkham,Representative Tinkham,actor,,,,,,,,actor
actor:representative_van_dyke,Representative Van Dyke,Actor,,,,,,,,Actor
actor:representative_warren_gard,Representative Warren Gard,actor,,,,,,,,actor
actor:representative_wheel,Representative Wheeler,Actor,,,,,,,,Actor
actor:representative_wood,Representative Wood,actor,,,,,,,,actor
actor:representative_woods,Representative Woods,Actor,,,,,,,,Actor
actor:representative_young,Representative Young,Actor,,,,,,,,Actor
actor:representatives-of-the-us-shipping-board,Representatives of the US Shipping Board,Actor,,,,,,,,Actor
actor:representatives_and_senators,Representatives and Senators,Actor,,,,,,,,Actor
actor:republic-iron-and-steel-company,Republic Iron and Steel Company,Actor,,,,,,,,Actor
actor:republican senators,Republican Senators,Actor,,,,,,,,Actor
actor:republican-candidate-harding,Republican Candidate Harding,Actor,,,,,,,,Actor
actor:republican-candidate-harding-acceptance,Republican Candidate Harding's Acceptance,Actor,,,,,,,,Actor
actor:republican-candidate-harding-argument,Republican Candidate Harding's Argument,Actor,,,,,,,,Actor
actor:republican-candidate-harding-authority,Republican Candidate Harding's Authority,Actor,,,,,,,,Actor
actor:republican-candidate-harding-campaign,Republican Candidate Harding's Campaign,Actor,,,,,,,,Actor
actor:republican-candidate-harding-challenge,Republican Candidate Harding's Challenge,Actor,,,,,,,,Actor
actor:republican-candidate-harding-hypothetical,Republican Candidate Harding's Hypothetical,Actor,,,,,,,,Actor
actor:republican-candidate-harding-opposition,Republican Candidate Harding's Opposition,Actor,,,,,,,,Actor
actor:republican-candidate-harding-plan,Republican Candidate Harding's Plan,Actor,,,,,,,,Actor
actor:republican-candidate-harding-position,Republican Candidate Harding's Position,Actor,,,,,,,,Actor
actor:republican-candidate-harding-public-opinion,Republican Candidate Harding's Public Opinion,Actor,,,,,,,,Actor
actor:republican-candidate-harding-rejection,Republican Candidate Harding's Rejection,Actor,,,,,,,,Actor
actor:republican-candidate-harding-revision,Republican Candidate Harding's Revision,Actor,,,,,,,,Actor
actor:republican-candidate-harding-speech,Republican Candidate Harding's Speech,Actor,,,,,,,,Actor
actor:republican-candidate-harding-support,Republican Candidate Harding's Support,Actor,,,,,,,,Actor
actor:republican-candidate-harding-uturn,Republican Candidate Harding's U-turn,Actor,,,,,,,,Actor
actor:republican-leaders,Republican Leaders,actor,,,,,,,,actor
actor:republican-leadership,Republican Leadership,actor,,,,,,,,actor
actor:republican-managers,Republican managers,Actor,,,,,,,,Actor
actor:republican-national-committee,Republican National Committee,Actor,,,,,,,,Actor
actor:republican-national-convention-leaders,Republican National Convention Leaders,actor,,,,,,,,actor
actor:republican-party,Republican Party,Actor,,,,,,,,Actor
actor:republican-party-position,Republican Party Position,Actor,,,,,,,,Actor
actor:republican-senators,Republican Senators,Actor,,,,,,,,Actor
actor:republican_committee,Republican National Committee,actor,,,,,,,,actor
actor:republican_convention_leaders,Republican Convention Leaders,Actor,,,,,,,,Actor
actor:republican_leader,Republican Leader,actor,,,,,,,,actor
actor:republican_leaders,Republican Leaders,Actor,,,,,,,,Actor
actor:republican_managers,Republican Managers,Actor,,,,,,,,Actor
actor:republican_national_treasurer,Republican National Treasurer,Actor,,,,,,,,Actor
actor:republican_party,Republican Party,Actor,,,,,,,,Actor
actor:republican_politicians,Republican politicians,Actor,,,,,,,,Actor
actor:republican_reservatior_group,Republican Reservation Group,Actor,,,,,,,,Actor
actor:republican_senators,Republican Senators,Actor,,,,,,,,Actor
actor:republican_state_chairman_rowel_of_california,Republican State Chairman Rowel of California,Actor,,,,,,,,Actor
actor:republicans,Republican Party,Actor,,,,,,,,Actor
actor:rescue-teams,Rescue Teams,Actor,,,,,,,,Actor
actor:rescuers,Rescuers,Actor,,,,,,,,Actor
actor:residents,Residents,actor,,,,,,,,actor
actor:resolute,Resolute,Actor,,,,,,,,Actor
actor:retail-dealer,Retail Dealer,Actor,,,,,,,,Actor
actor:retail_dealers,Retail Dealers,Actor,,,,,,,,Actor
actor:retail_grocery_stores,Retail Grocery Stores,actor,,,,,,,,actor
actor:retail_merchants_association,Retail Merchants' Association,Actor,,,,,,,,Actor
actor:reuter-agency,Reuter Agency,actor,,,,,,,,actor
actor:reuters,Reuters,Actor,,,,,,,,Actor
actor:rev-father-edmond-kayser,Rev. Father Edmond Kayser,actor,,,,,,,,actor
actor:rev-george-livingston-bayard,Rev. George Livingston Bayard,actor,,,,,,,,actor
actor:rev-ignatius-smith-op,"Rev. Ignatius Smith, O.P.",Actor,,,,,,,,Actor
actor:rev-james-h-taylor,Rev. James H. Taylor,actor,,,,,,,,actor
actor:rev-louis-randall,Rev. Louis Randall,Actor,,,,,,,,Actor
actor:rev-richard-hogue,Rev. Richard Hogue,actor,,,,,,,,actor
actor:rev-robert-k-brown,Rev. Robert K. Brown,Actor,,,,,,,,Actor
actor:rev_d_h_martin,Rev. D. H. Martin,actor,,,,,,,,actor
actor:rev_dr_d_k_cleveland,Rev. Dr. D. K. Cleveland,actor,,,,,,,,actor
actor:rev_dr_edward_k_hardin,Rev. Dr. Edward K. Hardin,Actor,,,,,,,,Actor
actor:rev_e_s_dunlap,Rev E S Dunlap,Actor,,,,,,,,Actor
actor:rev_eutz,Rev. Henry F. Eutz,Actor,,,,,,,,Actor
actor:rev_f_j_prettyman,Rev. F. J. Prettyman,Actor,,,,,,,,Actor
actor:rev_g_c_f_bratenahl,Rev G C F Bratenahl,Actor,,,,,,,,Actor
actor:rev_h_m_canter,Rev. H. M. Canter,Actor,,,,,,,,Actor
actor:rev_homer_r_salisbury,Rev Homer R. Salisbury,Actor,,,,,,,,Actor
actor:rev_i_d_w_curran,Rev I D W Curran,Actor,,,,,,,,Actor
actor:rev_j_l_kibler,Rev. J. L. Kibler,Actor,,,,,,,,Actor
actor:rev_jairington_littell,Rev. Jairington Littell,Actor,,,,,,,,Actor
actor:rev_marshall_mott,Rev. Edward Marshall Mott,Actor,,,,,,,,Actor
actor:rev_strider,Rev. R. E. L. Strider,Actor,,,,,,,,Actor
actor:rev_thomas_j_kervick,Rev. Thomas J. Kervick,Actor,,,,,,,,Actor
actor:rev_w_v_tudor,Rev. W. V. Tudor,Actor,,,,,,,,Actor
actor:rev_warner,Rev. C. T. Warner,Actor,,,,,,,,Actor
actor:rev_william_cleveland_hicks,Rev William Cleveland Hicks,Actor,,,,,,,,Actor
actor:rev_william_tayloe_snyder,Rev William Tayloe Snyder,Actor,,,,,,,,Actor
actor:revenue_bureau,Revenue Bureau,Actor,,,,,,,,Actor
actor:revere_schley,Revere Schley,Actor,,,,,,,,Actor
actor:reviewing-stand,Reviewing Stand,actor,,,,,,,,actor
actor:revolutionary_party,Mexican revolutionary party,actor,,,,,,,,actor
actor:reward-offerer,Reward Offerer,Actor,,,,,,,,Actor
actor:reynolds,Secretary Reynolds,actor,,,,,,,,actor
actor:rh-burdette,R. H. Burdette,Actor,,,,,,,,Actor
actor:rhode-island,Rhode Island,Actor,,,,,,,,Actor
actor:ricardo-flotes-magon,Ricardo Flotes Magon,actor,,,,,,,,actor
actor:richard-green,Richard Green,actor,,,,,,,,actor
actor:richard-hall,Richard Hall,actor,,,,,,,,actor
actor:richard-neligan,Richard Neligan,Actor,,,,,,,,Actor
actor:richard-p-backing,Richard P. Backing,actor,,,,,,,,actor
actor:richard-s-gallmann,Richard S. Gallmann,actor,,,,,,,,actor
actor:richard-zabriskie,Richard Zabriskie,actor,,,,,,,,actor
actor:richard_bennett,Richard Bennett,Actor,,,,,,,,Actor
actor:richard_crawford,Richard Crawford,Actor,,,,,,,,Actor
actor:richmond,Richmond,actor,,,,,,,,actor
actor:richmond-borough,Richmond Borough,Actor,,,,,,,,Actor
actor:rickard-company,Rickard Company,actor,,,,,,,,actor
actor:riggs-national-bank,Riggs National Bank,actor,,,,,,,,actor
actor:riggs_building,Riggs building,Actor,,,,,,,,Actor
actor:riggs_national_bank,Riggs National Bank,Actor,,,,,,,,Actor
actor:riker_realty_co,Riker Realty Co.,actor,,,,,,,,actor
actor:rivals,Rivals,Actor,,,,,,,,Actor
actor:robert-armstrong,Robert Armstrong,actor,,,,,,,,actor
actor:robert-bacon,Robert Bacon,actor,,,,,,,,actor
actor:robert-channing,Robert Channing,Actor,,,,,,,,Actor
actor:robert-flourny,Robert Flourny,Actor,,,,,,,,Actor
actor:robert-garfield,Robert Garfield,Actor,,,,,,,,Actor
actor:robert-godfrey,Robert Godfrey,Actor,,,,,,,,Actor
actor:robert-i-dorsey,Robert I. Dorsey,Actor,,,,,,,,Actor
actor:robert-mcneely,Robert McNeely,Actor,,,,,,,,Actor
actor:robert-n-harper,Robert N. Harper,actor,,,,,,,,actor
actor:robert-o-luqueer,Robert O. Luqueer,Actor,,,,,,,,Actor
actor:robert-orbin-litchfield,Robert Orbin Litchfield,actor,,,,,,,,actor
actor:robert-s-lovett,Robert S. Lovett,Actor,,,,,,,,Actor
actor:robert.harrison,Mrs. Robert Harrison,actor,,,,,,,,actor
actor:robert.hoffman,Mrs. Robert Hoffman,actor,,,,,,,,actor
actor:robert.s.brookings,Robert S. Brookings,actor,,,,,,,,actor
actor:robert_a_maurer,Robert A. Maurer,Actor,,,,,,,,Actor
actor:robert_bacon,Robert Bacon,Actor,,,,,,,,Actor
actor:robert_boardman,Robert Boardman,Actor,,,,,,,,Actor
actor:robert_boiling,Robert Boiling,Actor,,,,,,,,Actor
actor:robert_cecil,Lord Robert Cecil,Actor,,,,,,,,Actor
actor:robert_crain,Robert Crain,Actor,,,,,,,,Actor
actor:robert_e_mattingly,Robert E. Mattingly,Actor,,,,,,,,Actor
actor:robert_e_peary,Robert E. Peary,Actor,,,,,,,,Actor
actor:robert_h_fuller,Robert H. Fuller,actor,,,,,,,,actor
actor:robert_harding,Robert Harding,Actor,,,,,,,,Actor
actor:robert_i_henry,Robert I. Henry,actor,,,,,,,,actor
actor:robert_lansing,Robert Lansing,actor,,,,,,,,actor
actor:robert_livingston,Robert Livingston,Actor,,,,,,,,Actor
actor:robert_mattigly,Robert Mattigly,actor,,,,,,,,actor
actor:robert_maurer,Robert Maurer,actor,,,,,,,,actor
actor:robert_mcoroy,Robert McRoy,actor,,,,,,,,actor
actor:robert_n_harper,Robert N. Harper,Actor,,,,,,,,Actor
actor:robert_o_luqueer,Robert O. Luqueer,actor,,,,,,,,actor
actor:robert_reese,Robert Reese,Actor,,,,,,,,Actor
actor:robert_sloss,Robert Sloss,Actor,,,,,,,,Actor
actor:robert_watson,Robert Watson,Actor,,,,,,,,Actor
actor:robert_x_harper,Robert X. Harper,Actor,,,,,,,,Actor
actor:roberto-elia,Roberto Elia,Actor,,,,,,,,Actor
actor:roberto_ancizar,Roberto Ancizar,Actor,,,,,,,,Actor
actor:roberts,Governor Roberts,actor,,,,,,,,actor
actor:roberts-governor,Governor Roberts,actor,,,,,,,,actor
actor:robinson,Robinson,Actor,,,,,,,,Actor
actor:roche,Roche,Actor,,,,,,,,Actor
actor:rockefeller,John D. Rockefeller,Actor,,,,,,,,Actor
actor:rocl-creek-parkway,Rock Creek Parkway,actor,,,,,,,,actor
actor:rodzianko,Rodzianko,actor,,,,,,,,actor
actor:roe,Gilbert E. Roe,actor,,,,,,,,actor
actor:roenberg,Representative Rodenberg,Actor,,,,,,,,Actor
actor:roger_bresnahan,Roger Bresnahan,Actor,,,,,,,,Actor
actor:rogers-feats-co,"Rogers, Feats Co.",Actor,,,,,,,,Actor
actor:rogers-h-bacon,Rogers H. Bacon,Actor,,,,,,,,Actor
actor:rogers_walter,Walter S. Rogers,Actor,,,,,,,,Actor
actor:roland-w-boyden,Roland W. Boyden,Actor,,,,,,,,Actor
actor:roland_s_morris,Roland S. Morris,Actor,,,,,,,,Actor
actor:romania,Romania,actor,,,,,,,,actor
actor:rome,Rome,Actor,,,,,,,,Actor
actor:roosevelt,Roosevelt,actor,,,,,,,,actor
actor:roosevelt-jr,"Colonel Theodore Roosevelt, Jr.",actor,,,,,,,,actor
actor:root,Elihu Root,Actor,,,,,,,,Actor
actor:root-mission,Root Mission,Actor,,,,,,,,Actor
actor:roscoe-c-mccullough,Roscoe C. McCullough,actor,,,,,,,,actor
actor:rose-m-rhodes,Rose M. Rhodes,Actor,,,,,,,,Actor
actor:rose-pastor-stokes,Mrs. Rose Pastor Stokes,Actor,,,,,,,,Actor
actor:rosenberger,Emil P. Rosenberger,actor,,,,,,,,actor
actor:ross-h-mcmaster,Ross H. McMaster,actor,,,,,,,,actor
actor:rossini,Rossini,Actor,,,,,,,,Actor
actor:roszika_dolly,Roszika Dolly,Actor,,,,,,,,Actor
actor:rotary-club,Rotary Club,actor,,,,,,,,actor
actor:rotary_club,Rotary Club,actor,,,,,,,,actor
actor:rotterdam,Rotterdam,Actor,,,,,,,,Actor
actor:roving_scouts,Roving Scouts,Actor,,,,,,,,Actor
actor:rowell,Rowell,Actor,,,,,,,,Actor
actor:rowland,Manager Rowland,Actor,,,,,,,,Actor
actor:rowland-buckstone,Rowland Buckstone,Actor,,,,,,,,Actor
actor:royal-commission,Royal Commission,actor,,,,,,,,actor
actor:royal_fusilliers,Royal Fusilliers,actor,,,,,,,,actor
actor:royal_scots_fusiliers,Royal Scots Fusiliers,Actor,,,,,,,,Actor
actor:royal_theater,Royal Theater,actor,,,,,,,,actor
actor:rt_rev_dr_gravatt,Rt. Rev. Dr. Gravatt,Actor,,,,,,,,Actor
actor:ru-iranian-mission,Ru-iranian mission,actor,,,,,,,,actor
actor:ruck_taylor,Ruck Taylor,Actor,,,,,,,,Actor
actor:rudolph-cuno-h,Cuno H. Rudolph,Actor,,,,,,,,Actor
actor:rudolph_kaufmann,Rudolph Kaufmann,actor,,,,,,,,actor
actor:ruffin,Ruffin,Actor,,,,,,,,Actor
actor:rugero-bacini,Rugero Bacini,Actor,,,,,,,,Actor
actor:rules-committee,Rules Committee,Actor,,,,,,,,Actor
actor:rules_committee,Rules Committee,Actor,,,,,,,,Actor
actor:rumania,Rumania,Actor,,,,,,,,Actor
actor:rumanian-delegation,Rumanian Delegation,actor,,,,,,,,actor
actor:rumanian-forces,Rumanian Forces,Actor,,,,,,,,Actor
actor:rumanian-premier,Rumanian Premier,Actor,,,,,,,,Actor
actor:rumanian_army,Rumanian Army,Actor,,,,,,,,Actor
actor:rumanian_forces,Rumanian Forces,Actor,,,,,,,,Actor
actor:rumanian_peasants,Rumanian Peasants,Actor,,,,,,,,Actor
actor:rumanian_volunteers,Rumanian Volunteers,actor,,,,,,,,actor
actor:rummerlin,George T. Rummerlin,Actor,,,,,,,,Actor
actor:russia,Russia,Actor,,,,,,,,Actor
actor:russia_delegation,Russian Delegation,actor,,,,,,,,actor
actor:russian-army,Russian Army,Actor,,,,,,,,Actor
actor:russian-forces,Russian Forces,actor,,,,,,,,actor
actor:russian-general-headquarters,Russian General Headquarters,actor,,,,,,,,actor
actor:russian-government,Russian Government,Actor,,,,,,,,Actor
actor:russian-mission,Russian mission,actor,,,,,,,,actor
actor:russian-population,Russian Population,Actor,,,,,,,,Actor
actor:russian-representatives,Russian Representatives,Actor,,,,,,,,Actor
actor:russian-soviet-government,Russian Soviet Government,actor,,,,,,,,actor
actor:russian-troops,Russian Troops,actor,,,,,,,,actor
